,69,33,0,66,31,0,76,28,21,37,17,1,67,24,1,51,21,0,62,23,69,38,13,3,50,22,6,38,10,0
,69,33,2,66,31,0,77,28,36,37,17,0,67,24,0,51,21,3,63,23,97,38,13,1,50,22,11,38,10,0
,69,33,1,66,31,0,78,28,27,37,17,0,67,24,0,51,21,0,64,23,93,38,13,0,51,22,33,38,10,0
,69,33,0,66,31,0,79,28,17,37,17,0,67,24,0,51,21,0,65,23,99,38,13,0,52,22,64,38,10,0
,69,33,0,66,31,2,80,28,92,37,17,0,67,24,1,51,21,0,66,23,93,38,13,0,53,23,135,38,10,2
,69,33,1,66,31,11,81,29,118,37,17,0,67,24,1,51,21,0,67,23,68,38,13,0,54,24,164,38,10,0
,70,33,23,66,31,1,82,30,152,37,17,0,67,24,0,51,21,0,68,23,23,38,13,0,55,25,137,38,10,2
,71,33,70,66,31,2,83,31,106,37,17,0,67,24,0,51,21,0,68,23,1,38,13,1,56,25,84,38,10,1
,72,34,189,66,31,0,84,31,74,38,17,18,67,24,0,51,21,1,68,23,0,38,13,0,57,25,34,38,10,0
,73,35,203,66,31,0,85,31,36,39,17,82,67,24,0,51,21,1,68,23,0,38,13,0,58,25,17,38,10,0
,74,36,166,66,31,0,85,31,4,40,18,135,67,24,0,51,21,1,68,23,1,38,13,0,58,25,9,38,10,0
,75,37,125,66,31,1,85,31,2,41,19,167,67,24,1,51,21,0,68,23,0,38,13,0,58,25,2,38,10,1
,76,37,74,66,31,11,85,31,2,42,20,135,67,24,0,51,21,0,68,23,0,38,13,0,58,25,2,38,10,0
,77,37,34,67,31,32,85,31,1,43,20,95,67,24,0,51,21,0,68,23,1,38,13,0,58,25,4,38,10,1
,77,37,14,68,32,145,85,31,1,44,20,63,67,24,0,51,21,0,68,23,3,38,13,0,58,25,5,38,10,1
,77,37,15,69,33,235,85,31,8,44,20,7,67,24,1,51,21,4,68,23,0,38,13,0,58,25,8,38,10,1
,77,37,2,70,34,191,85,31,15,44,20,0,67,24,0,51,21,1,68,23,0,38,13,13,58,25,14,38,10,2
,77,37,0,71,35,153,85,31,0,44,20,0,67,24,0,51,21,0,68,23,1,39,13,86,58,25,7,39,10,58
,77,37,0,72,36,106,85,31,0,44,20,1,67,24,9,51,21,1,68,23,1,40,14,178,58,25,0,40,11,109
,77,37,1,73,36,43,85,31,0,44,20,1,68,24,52,51,21,0,68,23,1,41,15,191,58,25,0,41,12,135
,77,37,0,73,36,4,85,31,0,44,20,1,69,25,122,51,21,0,68,23,1,42,16,145,58,25,0,42,13,172
,77,37,0,73,36,2,85,31,0,44,20,0,70,26,192,51,21,1,68,23,0,43,16,91,58,25,1,43,14,117
,77,37,6,73,36,0,85,31,0,44,20,1,71,27,170,51,21,0,68,23,0,44,16,32,58,25,0,44,14,73
,78,37,65,73,36,0,85,31,0,45,20,19,72,28,124,51,21,0,68,23,0,44,16,3,58,25,1,45,14,27
,79,38,120,73,36,0,85,31,0,45,20,13,73,28,67,51,21,0,68,23,1,44,16,1,58,25,0,45,14,0
,80,39,216,73,36,5,85,31,0,45,20,0,73,28,8,51,21,0,68,23,0,44,16,0,58,25,0,45,14,0
,81,40,188,73,36,6,85,31,4,45,20,1,73,28,3,51,21,0,68,23,1,44,16,6,58,25,0,45,14,0
,82,41,138,73,36,2,85,31,0,45,20,0,73,28,8,51,21,0,68,23,1,44,16,1,58,25,0,45,14,1
,83,41,88,73,36,1,85,31,0,45,20,0,73,28,15,51,21,8,68,23,1,44,16,3,58,25,0,45,14,1
,84,41,35,73,36,0,85,31,0,45,20,0,73,28,1,52,21,38,68,23,1,45,16,22,58,25,0,45,14,0
,85,41,30,73,36,1,85,31,1,45,20,0,73,28,5,53,21,91,68,23,0,46,16,21,58,25,2,45,14,1
,86,41,24,73,36,0,85,31,0,45,20,7,73,28,5,54,22,138,68,23,1,46,16,1,58,25,0,45,14,0
,86,41,14,73,36,7,85,31,0,45,20,2,73,28,1,55,23,151,68,23,0,46,16,1,58,25,0,45,14,0
,86,41,3,73,36,6,85,31,0,45,20,1,73,28,1,56,24,112,68,23,0,46,16,0,58,25,1,45,14,0
,86,41,1,73,36,0,85,31,6,45,20,6,74,28,19,57,24,54,68,23,1,46,16,1,58,25,0,45,14,2
,86,41,0,73,36,1,86,31,29,45,20,0,75,28,83,58,24,21,68,23,2,46,16,0,58,25,0,45,14,0
,86,41,6,73,36,0,87,31,31,45,20,0,76,29,113,58,24,2,68,23,0,46,16,0,58,25,0,45,14,1
,87,41,21,73,36,0,88,31,63,45,20,0,77,30,144,58,24,0,68,23,2,46,16,0,58,25,0,45,14,0
,87,41,3,73,36,0,89,32,141,45,20,1,78,31,141,58,24,1,68,23,0,46,16,0,58,25,0,45,14,1
,87,41,2,73,36,0,90,33,169,45,20,1,79,31,88,58,24,2,68,23,1,46,16,0,58,25,0,45,14,0
,87,41,0,73,36,1,91,34,136,45,20,0,80,31,36,58,24,2,68,23,2,46,16,0,58,25,0,45,14,0
,87,41,0,73,36,0,92,34,99,45,20,1,80,31,12,58,24,0,68,23,0,46,16,0,58,25,0,45,14,0
,87,41,0,73,36,9,93,34,48,45,20,6,80,31,7,58,24,4,68,23,7,46,16,1,58,25,1,46,14,16
,87,41,2,74,36,31,94,34,16,46,20,33,80,31,0,59,24,29,69,23,32,46,16,0,58,25,0,47,14,53
,87,41,4,75,36,63,94,34,6,47,20,59,80,31,6,60,24,67,70,23,98,46,16,0,58,25,5,48,14,72
,87,41,1,76,37,144,94,34,5,48,21,113,80,31,9,61,25,117,71,24,146,46,16,2,58,25,3,49,15,115
,87,41,0,77,38,178,94,34,1,49,22,129,80,31,2,62,26,154,72,25,145,46,16,1,58,25,2,50,16,133
,87,41,0,78,39,152,94,34,3,50,23,115,80,31,2,63,27,131,73,26,126,46,16,0,58,25,3,51,16,89
,87,41,0,79,40,110,94,34,2,51,23,80,80,31,0,64,27,78,74,26,83,46,16,0,58,25,1,52,16,49
,87,41,1,80,40,66,94,34,9,52,23,63,80,31,0,65,27,42,75,26,27,46,16,0,58,25,1,52,16,9
,87,41,1,81,40,26,95,34,26,53,23,52,80,31,0,66,27,19,75,26,8,46,16,1,58,25,0,52,16,0
,87,41,1,81,40,10,96,34,45,53,23,4,80,31,1,66,27,8,75,26,12,46,16,0,58,25,0,52,16,0
,87,41,1,81,40,1,97,35,112,53,23,0,80,31,0,66,27,0,75,26,10,46,16,1,58,25,0,52,16,0
,87,41,1,81,40,1,98,36,149,53,23,2,80,31,8,66,27,0,76,26,19,46,16,0,58,25,0,52,16,1
,87,41,1,81,40,0,99,37,152,53,23,3,81,31,65,66,27,0,76,26,7,46,16,0,58,25,0,52,16,0
,87,41,0,81,40,5,100,38,119,53,23,11,82,32,135,66,27,0,76,26,0,46,16,1,58,25,0,52,16,0
,87,41,1,81,40,4,101,38,66,54,23,37,83,33,177,66,27,0,76,26,0,46,16,0,58,25,1,52,16,1
,87,41,0,81,40,0,102,38,19,55,23,40,84,34,166,66,27,1,76,26,0,46,16,1,58,25,1,52,16,2
,87,41,1,81,40,0,102,38,6,56,23,34,85,35,130,66,27,0,76,26,0,46,16,0,58,25,0,52,16,14
,87,41,11,81,40,3,102,38,1,56,23,5,86,35,69,66,27,2,76,26,0,46,16,0,58,25,1,53,16,84
,88,41,49,81,40,10,102,38,0,56,23,1,87,35,24,66,27,0,76,26,0,47,16,65,58,25,0,54,17,129
,89,42,136,81,40,14,102,38,0,56,23,0,87,35,3,66,27,1,76,26,1,48,17,151,58,25,0,55,18,155
,90,43,181,81,40,2,102,38,0,56,23,0,87,35,0,66,27,2,76,26,0,49,18,176,58,25,0,56,19,138
,91,44,179,81,40,0,102,38,0,56,23,1,87,35,1,67,27,34,76,26,9,50,19,180,58,25,0,57,19,94
,92,45,131,81,40,1,102,38,1,56,23,0,87,35,0,68,28,101,76,26,8,51,20,132,58,25,0,58,19,51
,93,45,81,81,40,0,102,38,0,56,23,1,87,35,1,69,29,150,76,26,1,52,20,83,58,25,0,59,19,23
,94,45,37,81,40,1,102,38,1,56,23,0,87,35,1,70,30,151,76,26,0,53,20,22,58,25,0,59,19,9
,94,45,1,81,40,1,102,38,2,56,23,0,87,35,0,71,31,103,76,26,0,53,20,2,58,25,1,59,19,6
,94,45,3,81,40,0,102,38,2,56,23,1,87,35,1,72,31,58,76,26,1,53,20,0,58,25,0,59,19,5
,94,45,4,81,40,0,102,38,0,56,23,7,87,35,0,73,31,27,76,26,0,53,20,0,58,25,1,59,19,0
,94,45,14,82,40,39,102,38,1,56,23,1,87,35,0,73,31,2,76,26,1,53,20,0,58,25,0,59,19,0
,95,45,19,83,41,119,102,38,11,56,23,0,87,35,1,73,31,0,76,26,0,53,20,3,58,25,0,59,19,0
,96,45,29,84,42,176,103,38,34,56,23,0,87,35,2,73,31,0,76,26,0,54,20,43,58,25,0,59,19,0
,97,45,20,85,43,206,104,38,36,56,23,0,87,35,0,73,31,1,76,26,1,55,20,82,58,25,0,59,19,0
,97,45,3,86,44,165,105,38,64,56,23,5,87,35,1,74,31,22,76,26,0,56,20,85,58,25,1,59,19,1
,97,45,0,87,45,109,106,39,161,56,23,2,87,35,1,75,31,46,76,26,0,57,20,83,58,25,0,59,19,4
,97,45,0,88,45,47,107,40,178,56,23,0,87,35,4,76,31,43,76,26,0,58,20,79,58,25,0,59,19,9
,97,45,0,88,45,8,108,41,141,56,23,2,87,35,1,77,31,36,76,26,0,59,20,41,58,25,0,59,19,1
,97,45,0,88,45,1,109,41,90,56,23,1,87,35,2,78,31,48,76,26,1,59,20,6,58,25,0,59,19,3
,97,45,0,88,45,4,110,41,39,56,23,0,87,35,2,79,31,47,76,26,0,59,20,0,58,25,1,59,19,0
,97,45,1,88,45,0,110,41,14,56,23,9,87,35,1,80,31,21,76,26,0,59,20,1,58,25,4,59,19,1
,97,45,1,88,45,0,110,41,1,57,23,28,87,35,1,80,31,4,76,26,1,59,20,0,59,25,51,59,19,0
,97,45,0,88,45,0,110,41,2,58,23,63,87,35,1,80,31,0,76,26,1,59,20,0,60,26,167,59,19,0
,97,45,0,88,45,1,110,41,1,59,23,96,87,35,0,80,31,0,76,26,0,59,20,0,61,27,215,59,19,1
,97,45,1,88,45,1,110,41,3,60,24,135,87,35,0,80,31,1,76,26,0,59,20,1,62,28,165,59,19,5
,97,45,9,88,45,0,110,41,0,61,25,130,87,35,0,80,31,4,76,26,2,59,20,0,63,29,114,60,19,66
,98,45,75,88,45,0,110,41,1,62,25,92,87,35,1,80,31,9,76,26,1,59,20,0,64,29,61,61,19,83
,99,46,182,88,45,0,110,41,0,63,25,49,87,35,0,80,31,1,76,26,0,59,20,2,65,29,21,62,20,122
,100,47,238,88,45,0,110,41,0,64,25,37,87,35,0,80,31,0,76,26,0,60,20,92,65,29,0,63,21,147
,101,48,190,88,45,1,110,41,0,65,25,24,87,35,0,80,31,0,76,26,1,61,21,136,65,29,0,64,22,116
,102,49,147,88,45,0,110,41,0,66,25,16,87,35,0,80,31,0,76,26,0,62,22,183,65,29,0,65,22,72
,103,49,96,88,45,1,110,41,0,66,25,2,87,35,0,80,31,0,76,26,0,63,23,158,65,29,0,66,22,29
,104,49,52,88,45,0,110,41,1,66,25,1,87,35,3,80,31,1,76,26,0,64,24,108,65,29,1,66,22,4
,105,49,17,88,45,0,110,41,11,66,25,0,88,35,34,80,31,2,76,26,1,65,24,44,65,29,0,66,22,1
,105,49,4,88,45,0,111,41,41,66,25,4,89,35,89,81,31,29,76,26,1,65,24,12,65,29,0,66,22,0
,105,49,1,88,45,0,112,41,81,66,25,2,90,36,157,82,31,50,76,26,11,65,24,1,65,29,0,66,22,0
,105,49,2,88,45,1,113,42,187,66,25,0,91,37,156,83,31,97,77,26,27,65,24,3,65,29,0,66,22,1
,105,49,2,88,45,0,114,43,193,66,25,0,92,38,118,84,32,122,78,26,35,65,24,2,65,29,1,66,22,0
,105,49,2,88,45,0,115,44,141,66,25,0,93,38,70,85,33,130,79,26,57,65,24,2,65,29,0,66,22,0
,105,49,1,88,45,0,116,44,87,66,25,1,94,38,35,86,33,91,80,27,106,65,24,6,65,29,0,66,22,1
,105,49,3,88,45,1,117,44,36,66,25,2,94,38,13,87,33,43,81,28,127,66,24,46,65,29,0,66,22,0
,105,49,0,88,45,0,117,44,8,66,25,0,94,38,4,88,33,16,82,29,104,67,24,91,65,29,0,66,22,1
,105,49,0,88,45,1,117,44,4,66,25,1,94,38,0,88,33,15,83,29,81,68,25,102,65,29,1,66,22,0
,105,49,0,88,45,0,117,44,6,66,25,0,94,38,2,88,33,11,84,29,56,69,25,84,65,29,8,66,22,1
,105,49,0,88,45,2,117,44,0,66,25,0,94,38,14,88,33,8,85,29,39,70,25,52,66,29,60,66,22,0
,105,49,2,89,45,20,117,44,0,66,25,2,94,38,12,88,33,1,85,29,13,71,25,24,67,30,115,66,22,1
,106,49,71,90,45,83,117,44,1,66,25,1,94,38,2,88,33,1,85,29,2,72,25,22,68,31,196,66,22,0
,107,50,203,91,46,130,117,44,1,66,25,2,94,38,0,88,33,2,85,29,4,72,25,15,69,32,177,66,22,0
,108,51,221,92,47,176,117,44,0,67,25,36,94,38,0,88,33,15,85,29,0,72,25,1,70,33,140,66,22,1
,109,52,191,93,48,181,117,44,0,68,25,80,94,38,0,88,33,1,85,29,0,72,25,0,71,33,88,66,22,0
,110,53,142,94,49,133,117,44,0,69,26,143,94,38,0,88,33,3,85,29,1,72,25,0,72,33,26,66,22,1
,111,53,77,95,49,97,117,44,1,70,27,154,94,38,1,88,33,0,85,29,0,72,25,1,72,33,1,66,22,0
,112,53,43,96,49,55,117,44,2,71,28,132,94,38,0,88,33,0,85,29,0,72,25,0,72,33,1,66,22,0
,113,53,28,97,49,25,117,44,0,72,28,78,94,38,0,88,33,2,85,29,0,72,25,0,72,33,0,66,22,0
,113,53,4,97,49,14,117,44,1,73,28,26,94,38,1,88,33,0,85,29,1,72,25,1,72,33,2,66,22,0
,113,53,1,98,49,21,117,44,0,73,28,6,94,38,4,88,33,0,85,29,1,72,25,0,72,33,4,66,22,2
,113,53,5,99,49,34,117,44,0,73,28,0,94,38,13,88,33,0,85,29,1,72,25,0,72,33,1,66,22,1
,113,53,0,100,49,16,117,44,15,73,28,0,95,38,29,88,33,0,85,29,9,72,25,0,72,33,1,66,22,0
,113,53,0,100,49,4,118,44,57,73,28,12,96,38,39,88,33,0,86,29,25,72,25,0,72,33,10,66,22,1
,113,53,0,100,49,2,119,45,129,73,28,11,97,38,27,88,33,1,87,29,46,72,25,4,73,33,30,66,22,0
,113,53,0,100,49,0,120,46,213,73,28,1,98,38,21,88,33,1,88,29,65,73,25,53,74,33,76,66,22,1
,113,53,1,100,49,1,121,47,171,73,28,3,99,38,26,88,33,1,89,30,137,74,26,119,75,34,155,66,22,0
,113,53,1,100,49,0,122,48,125,73,28,0,100,38,34,88,33,1,90,31,148,75,27,170,76,35,169,66,22,0
,113,53,0,100,49,2,123,48,76,73,28,0,101,38,23,88,33,0,91,32,107,76,28,178,77,36,148,66,22,0
,113,53,2,101,49,52,124,48,49,73,28,0,101,38,13,88,33,1,92,32,62,77,29,132,78,37,118,66,22,5
,113,53,8,102,50,137,125,48,16,73,28,0,101,38,0,88,33,2,93,32,25,78,29,87,79,37,46,67,22,19
,114,53,29,103,51,185,125,48,9,73,28,0,101,38,1,88,33,0,94,32,19,79,29,40,80,37,20,68,22,20
,115,53,84,104,52,162,125,48,3,73,28,2,101,38,0,88,33,7,94,32,1,80,29,22,80,37,1,69,22,33
,116,54,181,105,53,137,125,48,0,73,28,2,101,38,0,88,33,2,94,32,0,80,29,12,80,37,1,70,22,57
,117,55,197,106,53,82,125,48,4,73,28,0,101,38,8,88,33,1,94,32,0,80,29,1,80,37,1,71,22,67
,118,56,176,107,53,30,125,48,4,73,28,0,102,38,61,88,33,1,94,32,1,80,29,1,80,37,1,72,22,48
,119,57,140,107,53,6,125,48,2,73,28,1,103,39,115,88,33,0,94,32,0,80,29,5,80,37,0,73,22,50
,120,57,72,107,53,1,125,48,0,73,28,0,104,40,163,88,33,0,94,32,1,80,29,7,80,37,0,74,22,64
,121,57,32,107,53,1,125,48,0,73,28,1,105,41,141,88,33,0,94,32,0,80,29,0,80,37,1,75,22,66
,121,57,9,107,53,1,125,48,1,73,28,0,106,42,107,88,33,0,94,32,1,80,29,0,80,37,0,76,22,40
,121,57,13,107,53,2,125,48,1,73,28,15,107,42,56,89,33,23,94,32,6,80,29,1,80,37,1,76,22,4
,121,57,8,107,53,0,125,48,0,74,28,34,107,42,15,90,33,55,95,32,42,80,29,9,80,37,3,76,22,1
,121,57,0,107,53,1,125,48,0,75,28,99,107,42,6,91,34,110,96,32,92,80,29,2,81,38,105,76,22,1
,121,57,0,107,53,1,125,48,0,76,29,156,107,42,0,92,35,154,97,32,93,80,29,0,82,39,178,76,22,1
,121,57,1,107,53,0,125,48,4,77,30,151,107,42,0,93,36,128,98,33,146,80,29,0,83,40,199,76,22,0
,121,57,2,107,53,8,126,48,20,78,30,100,107,42,0,94,36,76,99,34,126,80,29,1,84,41,176,76,22,0
,121,57,0,108,53,18,127,48,42,79,30,56,107,42,1,95,36,38,100,34,86,80,29,0,85,42,131,76,22,9
,121,57,2,108,53,7,128,48,93,79,30,14,107,42,0,95,36,2,101,34,30,80,29,0,86,42,66,76,22,8
,121,57,12,108,53,1,129,49,159,79,30,7,107,42,1,95,36,0,101,34,2,80,29,1,87,42,23,76,22,1
,122,57,19,108,53,0,130,50,159,79,30,0,107,42,0,95,36,0,101,34,0,80,29,1,87,42,4,76,22,2
,122,57,13,108,53,0,131,51,119,79,30,0,107,42,1,95,36,4,101,34,1,80,29,1,87,42,0,76,22,0
,122,57,1,108,53,4,132,51,77,79,30,0,107,42,0,95,36,13,101,34,0,80,29,1,87,42,1,76,22,0
,122,57,0,109,53,56,133,51,38,79,30,0,107,42,0,95,36,8,101,34,4,80,29,0,87,42,4,76,22,1
,122,57,11,110,54,132,134,51,17,79,30,1,107,42,0,95,36,1,101,34,4,80,29,0,87,42,3,76,22,0
,123,57,93,111,55,172,134,51,1,79,30,1,107,42,1,95,36,1,101,34,0,80,29,12,87,42,0,76,22,4
,124,58,144,112,56,177,134,51,0,79,30,2,107,42,3,95,36,3,101,34,0,81,29,70,87,42,0,77,22,20
,125,59,199,113,57,120,134,51,0,79,30,2,107,42,3,96,36,18,102,34,57,82,30,108,87,42,1,78,22,36
,126,60,163,114,57,71,134,51,0,79,30,0,107,42,0,96,36,10,103,35,105,83,31,176,87,42,0,79,22,95
,127,61,111,115,57,32,134,51,0,79,30,0,107,42,1,96,36,0,104,36,123,84,32,157,87,42,0,80,23,135
,128,61,63,115,57,11,134,51,0,79,30,1,107,42,1,96,36,1,105,37,153,85,33,116,87,42,0,81,24,138
,129,61,16,115,57,2,134,51,0,79,30,0,107,42,1,96,36,2,106,38,112,86,33,76,87,42,1,82,24,91
,129,61,0,115,57,0,134,51,0,79,30,0,107,42,0,97,36,19,107,38,60,87,33,23,87,42,0,83,24,33
,129,61,0,115,57,0,134,51,1,79,30,0,107,42,0,98,36,75,108,38,20,87,33,13,87,42,0,83,24,3
,129,61,1,115,57,0,134,51,1,79,30,2,107,42,0,99,37,122,108,38,0,87,33,9,87,42,0,83,24,1
,129,61,0,115,57,0,134,51,0,79,30,3,107,42,9,100,38,152,108,38,0,87,33,4,87,42,0,83,24,6
,129,61,0,115,57,2,134,51,1,80,30,28,108,42,37,101,39,132,108,38,0,87,33,1,87,42,0,83,24,10
,129,61,0,115,57,0,134,51,1,81,30,29,109,43,112,102,39,85,108,38,1,87,33,7,87,42,1,83,24,0
,129,61,0,115,57,1,134,51,3,81,30,6,110,44,181,103,39,36,108,38,0,87,33,2,87,42,1,83,24,2
,129,61,0,115,57,1,135,51,53,82,30,46,111,45,175,103,39,5,108,38,1,87,33,2,87,42,0,83,24,6
,129,61,1,115,57,1,136,52,136,83,30,89,112,46,115,103,39,2,108,38,1,87,33,5,87,42,1,83,24,10
,129,61,0,115,57,3,137,53,216,84,30,90,113,46,58,103,39,0,108,38,1,88,33,25,87,42,1,83,24,1
,129,61,2,115,57,1,138,54,167,85,30,90,113,46,9,103,39,0,108,38,0,89,33,32,87,42,0,83,24,0
,129,61,0,115,57,0,139,55,107,86,30,85,113,46,13,103,39,0,108,38,1,90,33,35,87,42,1,83,24,0
,129,61,0,115,57,0,140,55,50,87,30,55,113,46,11,103,39,0,108,38,0,91,34,106,87,42,0,83,24,0
,129,61,0,115,57,0,140,55,8,88,30,18,113,46,7,103,39,0,108,38,0,92,35,142,88,42,25,83,24,0
,129,61,3,115,57,0,140,55,0,88,30,0,113,46,2,103,39,0,108,38,2,93,36,140,89,42,21,83,24,0
,129,61,0,115,57,0,140,55,0,88,30,0,113,46,1,103,39,1,108,38,1,94,37,101,90,42,21,83,24,0
,129,61,1,115,57,1,140,55,1,88,30,5,113,46,3,103,39,0,108,38,2,95,37,44,90,42,1,83,24,0
,129,61,0,115,57,0,140,55,0,89,30,20,113,46,3,103,39,0,108,38,11,95,37,15,90,42,9,83,24,3
,129,61,1,115,57,0,140,55,2,90,30,29,113,46,15,103,39,0,109,38,56,95,37,3,91,42,33,84,24,35
,129,61,0,115,57,0,140,55,1,90,30,15,114,46,30,104,39,17,110,39,145,95,37,0,92,42,23,84,24,14
,129,61,0,115,57,0,140,55,1,90,30,6,115,46,16,105,39,54,111,40,186,95,37,0,93,42,22,84,24,3
,129,61,1,115,57,0,140,55,1,90,30,0,115,46,4,106,40,120,112,41,170,95,37,0,94,42,32,85,24,28
,129,61,0,115,57,1,140,55,0,90,30,0,115,46,0,107,41,136,113,42,121,95,37,0,95,42,29,86,24,41
,129,61,0,115,57,0,140,55,0,90,30,1,115,46,0,108,42,139,114,42,63,95,37,0,96,42,36,87,24,68
,129,61,1,115,57,0,140,55,0,90,30,0,115,46,1,109,43,108,115,42,21,95,37,0,97,42,31,88,24,72
,129,61,0,115,57,1,140,55,0,90,30,3,115,46,0,110,43,63,115,42,3,95,37,0,98,42,47,89,24,37
,129,61,1,115,57,1,140,55,0,90,30,0,115,46,1,111,43,22,115,42,1,95,37,1,99,42,60,90,24,47
,129,61,0,115,57,0,140,55,1,90,30,0,115,46,1,111,43,4,115,42,0,95,37,0,100,42,53,91,24,37
,129,61,1,115,57,0,140,55,0,90,30,1,115,46,0,111,43,2,115,42,1,95,37,0,101,42,53,92,24,21
,130,61,26,115,57,0,140,55,0,90,30,1,115,46,0,111,43,2,115,42,0,95,37,1,102,42,40,92,24,2
,131,61,92,115,57,2,140,55,0,90,30,0,115,46,0,111,43,3,115,42,1,95,37,0,102,42,15,92,24,1
,132,62,197,115,57,0,140,55,0,90,30,2,115,46,1,111,43,2,115,42,0,95,37,0,102,42,14,92,24,1
,133,63,221,115,57,6,140,55,0,91,30,34,115,46,1,111,43,0,115,42,4,95,37,0,102,42,12,92,24,0
,134,64,180,116,57,41,140,55,1,92,30,62,115,46,1,111,43,0,115,42,1,95,37,0,103,42,18,92,24,0
,135,65,125,117,57,90,140,55,0,93,31,143,115,46,0,111,43,0,115,42,0,95,37,0,104,42,22,92,24,0
,136,65,67,118,58,158,140,55,0,94,32,178,115,46,0,111,43,0,115,42,1,95,37,1,105,42,18,92,24,0
,137,65,17,119,59,201,140,55,0,95,33,139,115,46,1,111,43,0,115,42,1,95,37,3,106,42,16,92,24,0
,137,65,1,120,60,156,140,55,1,96,33,99,115,46,3,111,43,0,115,42,1,95,37,0,106,42,0,92,24,0
,137,65,3,121,61,109,140,55,0,97,33,48,115,46,1,111,43,0,115,42,0,95,37,0,106,42,1,92,24,4
,137,65,1,122,61,62,140,55,3,97,33,12,115,46,0,111,43,1,115,42,1,95,37,0,106,42,0,92,24,9
,137,65,2,123,61,40,141,55,24,97,33,1,115,46,0,111,43,0,115,42,1,95,37,1,106,42,0,93,24,48
,137,65,0,123,61,8,142,56,124,97,33,1,115,46,0,111,43,0,115,42,0,95,37,1,106,42,0,94,24,70
,137,65,0,123,61,0,143,57,198,97,33,0,115,46,0,112,43,34,115,42,0,95,37,4,106,42,0,95,24,93
,137,65,0,123,61,0,144,58,210,97,33,0,115,46,0,113,43,97,115,42,0,95,37,15,106,42,0,96,25,116
,137,65,0,123,61,0,145,59,168,97,33,0,115,46,0,114,44,155,115,42,0,95,37,6,106,42,0,97,26,106
,137,65,1,123,61,0,146,60,110,97,33,0,115,46,1,115,45,155,115,42,0,95,37,0,106,42,1,98,26,53
,137,65,0,123,61,0,147,60,51,97,33,0,116,46,30,116,46,103,115,42,1,95,37,0,106,42,0,99,26,27
,137,65,0,123,61,1,147,60,5,97,33,0,117,47,121,117,46,58,115,42,0,95,37,1,106,42,0,100,26,23
,137,65,0,123,61,0,147,60,2,97,33,0,118,48,201,118,46,24,115,42,0,95,37,0,106,42,2,100,26,14
,137,65,1,123,61,0,147,60,0,97,33,2,119,49,180,118,46,4,115,42,1,95,37,0,106,42,0,100,26,0
,137,65,0,123,61,0,147,60,1,98,33,40,120,50,127,118,46,0,115,42,1,95,37,0,106,42,1,100,26,0
,138,65,47,123,61,0,147,60,0,99,33,89,121,50,69,118,46,0,115,42,1,95,37,0,106,42,2,100,26,1
,139,66,122,123,61,1,147,60,0,100,34,154,122,50,17,118,46,0,115,42,0,95,37,0,106,42,12,100,26,5
,140,67,205,123,61,0,147,60,1,101,35,159,122,50,1,118,46,0,115,42,0,95,37,0,107,42,30,100,26,5
,141,68,199,123,61,0,147,60,0,102,36,114,122,50,1,118,46,0,115,42,1,95,37,0,108,42,27,100,26,1
,142,69,145,123,61,0,147,60,4,103,36,77,122,50,0,118,46,0,115,42,0,95,37,0,108,42,1,100,26,0
,143,69,88,123,61,0,148,61,105,104,36,25,122,50,0,118,46,0,116,42,39,95,37,0,108,42,0,100,26,1
,144,69,40,123,61,6,149,62,175,104,36,15,122,50,0,118,46,0,117,42,88,95,37,1,108,42,3,100,26,0
,144,69,14,124,61,90,150,63,196,104,36,6,122,50,0,118,46,0,118,43,158,95,37,0,108,42,0,100,26,1
,144,69,2,125,62,182,151,64,181,104,36,4,122,50,1,118,46,0,119,44,171,95,37,0,108,42,1,100,26,0
,144,69,0,126,63,214,152,65,152,104,36,3,122,50,0,118,46,2,120,45,122,95,37,1,108,42,0,100,26,6
,144,69,2,127,64,181,153,65,87,104,36,1,122,50,1,118,46,3,121,45,79,95,37,0,108,42,0,101,26,75
,144,69,8,128,65,142,154,65,34,104,36,1,122,50,1,118,46,0,122,45,23,95,37,0,108,42,0,102,27,140
,144,69,0,129,65,94,154,65,12,104,36,3,123,50,19,118,46,1,122,45,0,95,37,1,108,42,1,103,28,169
,144,69,0,130,65,42,154,65,3,104,36,13,124,50,22,118,46,0,122,45,1,95,37,2,108,42,0,104,29,141
,144,69,0,130,65,10,154,65,0,105,36,91,125,50,37,118,46,0,122,45,1,95,37,0,108,42,0,105,29,93
,144,69,0,130,65,0,154,65,0,106,37,124,126,50,18,118,46,1,122,45,0,95,37,0,108,42,2,106,29,37
,144,69,0,130,65,0,154,65,0,107,38,116,126,50,1,118,46,0,122,45,0,95,37,0,108,42,0,106,29,12
,144,69,1,130,65,1,154,65,2,108,39,124,126,50,1,118,46,0,122,45,1,95,37,1,108,42,0,106,29,2
,145,69,37,130,65,1,154,65,1,109,39,78,126,50,1,118,46,0,122,45,0,95,37,0,108,42,0,106,29,1
,146,70,115,130,65,1,154,65,1,110,39,33,126,50,0,118,46,0,122,45,1,95,37,0,108,42,4,106,29,0
,147,71,209,130,65,0,154,65,3,110,39,15,126,50,6,118,46,0,122,45,0,95,37,0,108,42,3,106,29,0
,148,72,219,130,65,3,154,65,5,110,39,1,126,50,3,118,46,1,122,45,2,95,37,0,108,42,0,106,29,0
