,"35","17","149","33","13","146","43","4","13","38","7","82","32","8","7","43","10","135","42","3","7","44","18","71","49","7","35","56","7","15"
,"36","18","133","34","14","144","43","4","13","39","7","59","33","8","52","44","10","75","42","3","0","45","18","23","50","7","19","56","7","11"
,"37","18","84","35","15","145","43","4","8","40","7","26","34","9","106","45","10","31","42","3","1","45","18","2","50","7","7","56","7","3"
,"38","18","39","36","16","103","43","4","3","40","7","5","35","10","155","45","10","8","42","3","1","45","18","1","50","7","1","56","7","4"
,"38","18","6","37","16","52","43","4","0","40","7","2","36","11","168","45","10","7","43","3","18","45","18","0","50","7","10","56","7","0"
,"38","18","2","38","16","23","43","4","7","40","7","1","37","12","111","45","10","7","44","3","36","45","18","0","50","7","11","56","7","0"
,"39","18","17","38","16","1","44","4","22","40","7","5","38","12","67","45","10","0","44","3","10","45","18","0","50","7","6","56","7","1"
,"40","18","71","38","16","0","45","4","40","41","7","16","39","12","16","45","10","1","44","3","1","45","18","0","50","7","2","56","7","9"
,"41","18","78","38","16","1","46","4","50","41","7","8","39","12","1","45","10","1","44","3","0","45","18","0","50","7","8","57","7","67"
,"42","18","57","38","16","0","47","4","37","41","7","10","39","12","0","45","10","7","44","3","0","45","18","5","51","7","21","58","8","129"
,"43","18","18","38","16","1","48","4","23","41","7","5","39","12","0","45","10","0","44","3","0","46","18","23","52","7","36","59","9","142"
,"43","18","4","38","16","12","48","4","10","41","7","1","39","12","3","45","10","0","44","3","0","47","18","61","53","7","29","60","10","102"
,"43","18","3","39","16","46","48","4","11","41","7","1","39","12","7","45","10","1","45","3","23","48","18","81","53","7","12","61","10","69"
,"43","18","5","40","16","71","48","4","14","41","7","2","39","12","0","45","10","0","46","3","46","49","18","68","54","7","16","62","10","45"
,"43","18","3","41","16","83","49","4","23","41","7","0","39","12","0","45","10","0","47","3","62","50","18","37","55","7","26","63","10","23"
,"43","18","12","42","16","59","49","4","13","41","7","3","39","12","0","45","10","0","48","3","72","51","18","17","56","7","16","63","10","8"
,"44","18","25","43","16","29","49","4","1","42","7","16","39","12","0","45","10","12","49","4","102","51","18","12","57","7","22","63","10","1"
,"44","18","10","44","16","20","49","4","3","42","7","12","39","12","0","46","11","127","50","5","114","52","18","23","58","7","35","63","10","4"
,"44","18","0","44","16","13","49","4","0","42","7","5","39","12","0","47","12","177","51","5","81","52","18","9","59","7","33","63","10","11"
,"44","18","0","44","16","8","49","4","3","42","7","1","39","12","2","48","13","154","52","5","50","52","18","4","60","7","20","64","10","28"
,"44","18","0","44","16","11","50","4","17","42","7","0","40","12","17","49","14","106","53","5","25","52","18","2","60","7","4","65","10","50"
,"44","18","1","45","16","21","51","4","26","42","7","0","41","12","27","50","14","61","53","5","14","52","18","0","60","7","14","66","10","53"
,"44","18","0","46","16","44","52","4","37","42","7","0","41","12","13","51","14","80","53","5","9","52","18","1","61","7","25","67","10","44"
,"45","18","28","47","16","45","53","4","44","42","7","0","41","12","4","52","14","51","53","5","3","52","18","0","62","7","40","68","10","40"
,"46","18","48","48","16","28","54","4","37","42","7","1","41","12","0","53","14","35","53","5","0","52","18","0","63","7","36","69","10","40"
,"47","18","71","49","16","21","55","4","47","43","7","33","41","12","0","54","14","17","53","5","2","52","18","0","64","7","25","70","10","38"
,"48","19","125","49","16","11","56","4","54","44","7","88","41","12","0","54","14","3","53","5","0","52","18","6","64","7","4","71","10","43"
,"49","20","110","49","16","10","57","4","49","45","8","136","41","12","0","54","14","11","53","5","2","53","18","22","64","7","3","72","10","26"
,"50","20","60","49","16","5","58","4","45","46","9","122","41","12","0","54","14","15","53","5","0","54","18","51","64","7","0","73","10","22"
,"50","20","14","50","16","20","59","4","27","47","10","127","41","12","1","54","14","14","53","5","0","55","18","78","64","7","2","73","10","12"
,"50","20","5","51","16","40","59","4","9","48","10","75","41","12","0","55","14","20","53","5","4","56","18","41","64","7","0","73","10","5"
,"50","20","0","52","16","30","59","4","4","49","10","19","41","12","0","56","14","65","53","5","1","56","18","13","64","7","0","73","10","6"
,"50","20","0","53","16","30","59","4","9","49","10","9","41","12","0","57","14","74","53","5","1","56","18","1","64","7","1","73","10","1"
,"50","20","0","54","16","37","59","4","12","49","10","7","41","12","2","58","14","82","53","5","15","56","18","1","64","7","2","73","10","9"
,"50","20","0","55","16","39","60","4","20","49","10","6","41","12","11","59","14","73","54","5","45","56","18","0","64","7","0","74","10","35"
,"50","20","2","56","16","22","61","4","43","49","10","5","42","12","27","60","14","76","55","5","47","56","18","1","64","7","0","75","10","85"
,"50","20","0","56","16","11","62","4","49","49","10","2","43","12","32","61","14","80","56","5","55","56","18","3","64","7","0","76","10","55"
,"50","20","0","57","16","21","63","4","55","49","10","3","44","12","73","62","14","61","57","5","55","56","18","8","64","7","0","77","10","23"
,"50","20","0","58","16","20","64","4","35","49","10","4","45","13","148","63","14","40","58","5","35","56","18","3","64","7","0","77","10","6"
,"50","20","1","58","16","15","65","4","20","49","10","4","46","14","136","64","14","21","58","5","9","57","18","17","64","7","0","77","10","1"
,"50","20","5","59","16","22","66","4","25","49","10","7","47","14","90","64","14","2","58","5","13","58","18","29","64","7","1","77","10","0"
,"50","20","0","60","16","42","66","4","8","49","10","6","48","14","35","64","14","1","58","5","10","59","18","60","64","7","0","77","10","0"
,"50","20","0","61","16","59","66","4","2","49","10","0","48","14","1","64","14","4","58","5","5","60","18","65","64","7","0","77","10","0"
,"50","20","2","62","16","36","66","4","1","49","10","11","48","14","0","65","14","33","58","5","6","61","18","62","65","7","17","77","10","1"
,"50","20","1","63","16","20","66","4","2","50","10","21","48","14","0","66","14","61","58","5","7","62","18","33","66","7","71","77","10","6"
,"50","20","5","63","16","13","66","4","0","51","10","18","48","14","1","67","14","78","58","5","3","62","18","2","67","7","88","77","10","0"
,"51","20","35","63","16","7","66","4","0","52","10","25","48","14","0","68","14","72","58","5","9","62","18","0","68","8","117","77","10","1"
,"52","21","120","64","16","19","66","4","0","52","10","10","48","14","0","69","14","46","59","5","22","62","18","4","69","9","153","77","10","0"
,"53","22","180","65","16","46","67","4","22","52","10","2","48","14","0","70","14","19","60","5","51","63","18","26","70","10","122","77","10","0"
,"54","23","174","66","16","39","68","4","49","52","10","0","48","14","0","71","14","18","61","5","86","64","19","103","71","10","68","77","10","0"
,"55","24","133","67","16","18","69","4","71","52","10","2","48","14","2","72","14","23","62","5","89","65","20","104","72","10","18","77","10","0"
,"56","24","76","67","16","12","70","5","101","52","10","0","48","14","1","73","14","21","63","5","45","66","20","69","72","10","7","77","10","2"
,"57","24","22","68","16","20","71","5","70","52","10","0","48","14","0","74","14","26","64","5","24","67","20","38","72","10","2","77","10","0"
,"57","24","3","69","16","35","72","5","52","52","10","0","48","14","0","75","14","33","64","5","9","68","20","18","72","10","2","77","10","0"
,"57","24","2","70","16","56","73","5","28","52","10","0","48","14","0","76","14","35","64","5","4","68","20","14","72","10","1","77","10","0"
,"57","24","0","71","16","63","73","5","11","52","10","0","48","14","1","77","14","35","64","5","3","68","20","7","72","10","3","77","10","0"
,"57","24","2","72","16","51","73","5","9","52","10","0","48","14","0","78","14","40","64","5","6","68","20","14","72","10","3","77","10","0"
,"57","24","2","73","16","36","73","5","5","52","10","0","49","14","33","79","14","24","64","5","1","68","20","8","72","10","4","77","10","0"
,"57","24","0","74","16","22","73","5","4","52","10","0","50","14","84","79","14","7","64","5","14","68","20","15","72","10","10","77","10","0"
,"57","24","0","75","16","26","73","5","12","52","10","0","51","15","115","79","14","1","65","5","35","69","20","19","72","10","7","77","10","0"
,"57","24","1","76","16","17","74","5","23","52","10","8","52","15","95","79","14","0","66","5","24","69","20","9","72","10","15","77","10","1"
,"57","24","0","77","16","23","75","5","19","52","10","8","53","15","58","79","14","9","66","5","7","70","20","18","73","10","16","77","10","0"
,"57","24","1","78","16","18","75","5","10","52","10","5","53","15","15","80","14","18","66","5","0","70","20","11","73","10","1","77","10","1"
,"57","24","0","79","16","25","75","5","10","53","10","21","53","15","2","81","14","33","66","5","0","70","20","2","73","10","4","77","10","0"
,"57","24","1","80","16","16","75","5","10","54","10","33","53","15","12","81","14","9","66","5","0","70","20","0","73","10","10","77","10","0"
,"57","24","0","81","16","20","75","5","0","55","10","27","53","15","0","81","14","0","66","5","0","70","20","4","74","10","20","78","10","36"
,"57","24","0","81","16","11","75","5","14","55","10","4","53","15","0","81","14","1","66","5","6","71","20","37","75","10","21","79","10","86"
,"57","24","0","81","16","11","76","5","28","55","10","1","53","15","2","81","14","5","67","5","63","72","20","40","75","10","9","80","11","153"
,"57","24","1","81","16","1","76","5","14","56","10","64","54","15","20","81","14","7","68","6","131","72","20","12","75","10","3","81","12","148"
,"58","24","25","81","16","2","76","5","8","57","11","133","55","15","32","82","14","26","69","7","135","72","20","5","75","10","0","82","13","103"
,"59","24","72","81","16","0","76","5","15","58","11","100","56","15","40","83","14","44","70","7","90","72","20","10","75","10","3","83","13","57"
,"60","25","126","81","16","0","76","5","4","59","11","55","57","15","28","84","14","93","71","7","32","73","20","26","75","10","1","84","13","18"
,"61","26","114","81","16","0","76","5","15","60","11","19","57","15","2","85","14","63","71","7","6","74","20","34","75","10","0","84","13","5"
,"62","26","70","82","16","25","77","5","48","60","11","2","57","15","4","86","14","27","71","7","2","75","20","23","75","10","0","84","13","1"
,"63","26","24","83","17","109","78","5","76","60","11","0","57","15","7","87","14","17","71","7","0","75","20","15","75","10","1","84","13","0"
,"63","26","3","84","18","161","79","5","75","60","11","0","57","15","8","88","14","16","71","7","7","76","20","29","75","10","1","84","13","0"
,"63","26","1","85","19","130","80","5","67","60","11","0","57","15","1","88","14","7","71","7","9","76","20","14","75","10","0","84","13","1"
,"63","26","3","86","19","91","81","5","32","60","11","0","57","15","6","88","14","3","72","7","17","76","20","1","75","10","0","84","13","0"
,"63","26","0","87","19","49","81","5","8","60","11","1","58","15","42","88","14","6","73","7","17","76","20","0","75","10","0","84","13","0"
,"63","26","8","88","19","16","81","5","1","60","11","2","59","16","111","89","14","20","73","7","11","76","20","11","75","10","0","84","13","3"
,"64","26","17","88","19","13","81","5","1","60","11","0","60","17","140","90","14","22","74","7","30","77","20","16","75","10","10","85","13","18"
,"65","26","29","88","19","9","81","5","6","60","11","1","61","18","142","91","14","26","75","7","48","78","20","35","76","10","37","86","13","26"
,"66","26","25","88","19","1","82","5","17","60","11","0","62","19","104","92","14","27","76","7","34","79","20","64","77","11","113","87","13","40"
,"66","26","1","88","19","2","83","5","25","60","11","0","63","19","46","93","14","34","76","7","8","80","20","50","78","12","168","88","13","63"
,"66","26","0","88","19","0","84","5","24","60","11","0","63","19","13","94","14","18","76","7","1","81","20","24","79","13","130","89","14","114"
,"66","26","1","88","19","2","85","5","34","61","11","23","63","19","0","94","14","6","76","7","0","81","20","3","80","13","78","90","15","115"
,"66","26","6","89","19","28","86","5","46","62","11","46","63","19","0","94","14","2","76","7","0","81","20","0","81","13","18","91","16","121"
,"67","26","31","90","19","45","87","5","68","63","11","65","63","19","1","94","14","0","76","7","0","81","20","0","81","13","4","92","16","77"
,"68","26","40","91","19","51","88","5","43","64","11","55","63","19","0","94","14","0","76","7","0","81","20","0","81","13","8","93","16","33"
