,"69","26","32","92","19","50","88","5","12","65","11","18","63","19","0","94","14","1","76","7","1","81","20","0","82","13","16","93","16","11"
,"70","26","18","93","19","46","88","5","4","65","11","1","63","19","0","94","14","0","76","7","1","81","20","1","82","13","1","93","16","5"
,"70","26","15","94","19","31","88","5","2","65","11","3","63","19","1","94","14","0","76","7","0","81","20","0","82","13","1","93","16","7"
,"70","26","15","95","19","17","88","5","6","65","11","1","63","19","1","94","14","10","76","7","0","81","20","14","82","13","2","93","16","8"
,"71","26","22","95","19","8","89","5","20","65","11","0","63","19","0","95","14","23","76","7","0","82","20","18","82","13","0","93","16","14"
,"72","26","27","95","19","12","90","5","20","65","11","0","63","19","0","96","14","24","76","7","10","83","20","75","82","13","1","94","16","36"
,"73","26","21","95","19","11","91","5","28","65","11","0","63","19","1","97","14","35","77","7","31","84","20","89","82","13","1","95","16","45"
,"73","26","2","95","19","3","92","5","46","65","11","3","63","19","0","98","14","47","78","7","26","85","20","79","82","13","7","96","16","58"
,"73","26","3","95","19","0","93","5","44","65","11","2","63","19","0","99","14","62","79","7","33","86","20","78","82","13","5","97","16","60"
,"74","26","20","95","19","0","94","5","31","65","11","1","63","19","0","100","14","60","80","7","59","87","20","32","82","13","3","98","16","54"
,"75","26","28","95","19","1","95","5","21","65","11","0","63","19","0","101","14","62","81","7","89","87","20","13","82","13","10","99","16","39"
,"76","26","45","95","19","6","96","5","16","65","11","0","63","19","0","102","14","34","82","7","61","87","20","14","83","13","24","99","16","3"
,"77","26","22","96","19","23","97","5","18","65","11","0","63","19","0","102","14","5","83","7","22","87","20","6","84","13","83","99","16","1"
,"77","26","13","97","19","22","98","5","34","65","11","1","63","19","0","102","14","0","83","7","9","87","20","2","85","14","115","99","16","6"
,"77","26","8","97","19","1","99","5","17","65","11","3","63","19","0","102","14","0","83","7","4","87","20","3","86","15","123","100","16","16"
,"77","26","0","97","19","5","99","5","4","66","11","55","63","19","0","102","14","0","83","7","15","87","20","12","87","16","132","101","16","51"
,"77","26","0","98","19","36","99","5","1","67","12","124","63","19","0","102","14","0","83","7","3","87","20","8","88","16","97","102","16","71"
,"77","26","0","99","20","102","99","5","0","68","13","118","63","19","14","102","14","0","83","7","2","87","20","0","89","16","45","103","16","71"
,"77","26","5","100","21","129","99","5","0","69","13","78","64","19","60","102","14","1","83","7","2","87","20","0","89","16","3","104","16","44"
,"78","26","16","101","22","110","99","5","0","70","13","27","65","20","105","102","14","0","83","7","0","87","20","0","89","16","1","105","16","30"
,"79","26","27","102","22","90","99","5","1","70","13","0","66","20","85","102","14","0","83","7","0","87","20","0","89","16","0","105","16","14"
,"80","26","34","103","22","61","99","5","12","70","13","0","67","20","40","102","14","0","83","7","0","87","20","2","89","16","0","106","16","45"
,"81","26","34","104","22","29","99","5","5","70","13","5","67","20","3","102","14","0","83","7","0","87","20","0","89","16","0","107","16","51"
,"81","26","5","104","22","12","99","5","1","71","13","31","67","20","2","102","14","0","83","7","3","87","20","0","89","16","0","108","16","45"
,"81","26","2","104","22","1","99","5","0","72","13","86","67","20","6","102","14","4","83","7","2","87","20","0","89","16","2","109","16","34"
,"81","26","13","104","22","0","99","5","0","73","13","98","68","20","25","102","14","2","83","7","1","87","20","1","89","16","6","110","16","23"
,"82","26","17","104","22","0","100","5","27","74","13","52","68","20","6","102","14","0","83","7","4","87","20","0","90","16","40","111","16","22"
,"83","26","27","104","22","1","101","5","56","75","13","26","68","20","6","103","14","19","83","7","13","87","20","0","91","16","76","112","16","18"
,"84","26","16","104","22","0","102","5","95","75","13","12","69","20","17","104","14","26","84","7","16","87","20","0","92","17","101","113","16","17"
,"84","26","10","104","22","0","103","5","74","75","13","7","69","20","7","104","14","12","85","7","28","87","20","0","93","17","63","113","16","11"
,"84","26","0","104","22","0","104","5","47","75","13","0","69","20","2","105","14","71","85","7","12","87","20","5","94","17","24","114","16","22"
,"84","26","0","104","22","4","105","5","28","75","13","7","69","20","1","106","15","125","86","7","19","88","20","78","94","17","6","115","16","34"
,"84","26","4","104","22","0","106","5","26","75","13","12","69","20","0","107","16","106","87","7","29","89","21","179","94","17","14","116","16","66"
,"84","26","13","104","22","1","107","5","26","75","13","7","69","20","0","108","16","87","87","7","12","90","22","227","95","17","53","117","16","54"
,"84","26","10","104","22","2","108","5","24","75","13","11","69","20","3","109","16","65","88","7","41","91","23","195","96","17","35","118","16","35"
,"84","26","0","105","22","17","109","5","21","75","13","8","69","20","5","110","16","21","89","7","86","92","24","135","97","17","18","119","16","21"
,"84","26","2","106","22","48","109","5","12","75","13","10","69","20","12","110","16","3","90","7","85","93","24","83","97","17","2","119","16","7"
,"85","26","23","107","22","94","109","5","11","76","13","21","69","20","6","110","16","0","91","7","50","93","24","10","97","17","1","119","16","10"
,"86","26","68","108","23","128","109","5","9","77","13","41","69","20","1","110","16","0","92","7","24","93","24","9","97","17","0","119","16","1"
,"87","26","56","109","24","116","109","5","11","78","13","74","69","20","3","110","16","0","92","7","5","93","24","5","97","17","0","119","16","4"
,"88","26","29","110","24","56","109","5","12","79","13","69","70","20","20","110","16","1","92","7","0","93","24","0","97","17","4","119","16","8"
,"88","26","11","110","24","14","109","5","15","80","13","60","71","20","42","110","16","0","92","7","1","93","24","0","97","17","12","119","16","2"
,"88","26","1","110","24","0","109","5","13","81","13","38","72","20","33","110","16","0","92","7","3","93","24","0","97","17","9","119","16","1"
,"88","26","7","110","24","0","109","5","6","81","13","13","73","20","21","110","16","0","92","7","1","93","24","0","97","17","0","119","16","0"
,"88","26","0","110","24","1","109","5","6","81","13","0","73","20","2","110","16","0","92","7","2","93","24","0","97","17","0","119","16","2"
,"88","26","2","110","24","1","110","5","35","81","13","1","73","20","1","110","16","0","92","7","0","93","24","0","97","17","0","120","16","22"
,"88","26","1","110","24","1","111","5","47","81","13","1","73","20","0","110","16","0","92","7","3","93","24","4","97","17","1","121","16","39"
,"88","26","0","110","24","15","112","5","43","81","13","0","74","20","22","110","16","0","93","7","19","94","24","21","98","17","37","122","16","46"
,"88","26","1","111","24","70","113","5","20","81","13","0","75","20","100","110","16","0","94","7","22","95","24","35","99","17","57","123","16","54"
,"88","26","0","112","24","75","113","5","1","81","13","1","76","21","138","110","16","0","95","7","40","96","24","62","100","17","78","124","16","71"
,"88","26","12","113","24","28","113","5","0","81","13","0","77","22","104","110","16","0","96","7","28","97","25","119","101","17","93","125","16","79"
,"89","26","42","113","24","6","113","5","0","81","13","2","78","22","49","110","16","3","97","7","29","98","26","108","102","17","54","126","16","66"
,"90","26","73","113","24","2","113","5","0","81","13","0","79","22","18","111","16","54","98","7","22","99","27","122","103","17","27","127","16","37"
,"91","27","130","113","24","0","113","5","0","81","13","0","79","22","2","112","17","164","99","7","25","100","28","115","103","17","5","127","16","4"
,"92","28","108","113","24","0","113","5","1","81","13","0","79","22","1","113","18","176","100","7","39","101","28","93","103","17","0","127","16","12"
,"93","28","53","113","24","1","113","5","6","81","13","0","79","22","0","114","19","160","101","7","46","102","28","32","103","17","0","128","16","26"
,"94","28","18","113","24","0","114","5","18","81","13","1","79","22","0","115","20","128","102","7","40","102","28","11","103","17","5","129","16","19"
,"94","28","4","113","24","0","114","5","11","81","13","0","79","22","6","116","20","61","103","7","20","102","28","8","103","17","12","130","16","32"
,"94","28","2","114","24","46","114","5","5","81","13","0","80","22","32","117","20","34","103","7","1","102","28","9","103","17","1","131","16","53"
,"94","28","0","115","24","88","115","5","46","82","13","32","81","22","58","118","20","17","103","7","0","102","28","7","103","17","1","132","16","45"
,"94","28","2","116","24","94","116","5","72","83","14","120","82","22","75","118","20","5","103","7","1","102","28","3","103","17","0","133","16","21"
,"94","28","11","117","25","102","117","5","59","84","15","130","83","22","65","118","20","4","103","7","0","102","28","2","103","17","0","133","16","6"
,"95","28","22","118","25","87","118","5","16","85","15","98","84","22","18","118","20","8","103","7","3","102","28","2","103","17","6","133","16","8"
,"96","28","19","119","25","65","118","5","1","86","15","53","84","22","5","118","20","5","103","7","4","102","28","1","104","17","23","133","16","7"
,"96","28","5","120","25","21","118","5","1","86","15","15","85","22","16","118","20","5","103","7","4","103","28","33","105","17","61","134","16","19"
,"96","28","4","121","25","17","118","5","12","86","15","0","86","22","28","119","20","17","103","7","0","104","29","126","106","18","147","135","16","64"
,"96","28","13","121","25","4","119","5","32","86","15","1","87","22","24","119","20","6","103","7","0","105","30","152","107","19","126","136","16","96"
,"96","28","11","121","25","0","120","5","45","86","15","1","88","22","27","119","20","7","103","7","0","106","31","137","108","19","82","137","16","76"
,"97","28","28","121","25","0","121","5","58","86","15","0","88","22","15","120","20","16","103","7","0","107","32","106","109","19","39","138","16","37"
,"98","28","20","121","25","0","122","5","60","86","15","0","88","22","8","120","20","13","103","7","0","108","32","66","109","19","6","139","16","17"
,"98","28","6","121","25","0","123","5","34","86","15","3","88","22","2","121","20","18","103","7","0","109","32","40","109","19","1","139","16","10"
,"98","28","0","121","25","1","124","5","16","86","15","5","88","22","4","122","20","21","103","7","1","109","32","12","109","19","0","139","16","3"
,"98","28","13","121","25","0","124","5","5","86","15","8","88","22","5","123","20","33","103","7","7","109","32","0","109","19","1","139","16","0"
,"99","28","35","121","25","0","124","5","0","86","15","0","88","22","15","124","20","31","104","7","62","109","32","3","109","19","1","139","16","0"
,"100","28","33","121","25","1","124","5","2","86","15","0","88","22","9","125","20","26","105","8","125","109","32","0","109","19","7","140","16","18"
,"100","28","1","121","25","9","124","5","4","86","15","1","88","22","8","126","20","40","106","9","200","109","32","0","109","19","8","141","16","63"
,"100","28","1","122","25","25","124","5","1","86","15","1","88","22","5","127","20","21","107","10","161","109","32","1","109","19","0","142","16","62"
,"100","28","0","123","25","66","124","5","9","86","15","0","88","22","0","127","20","12","108","10","92","109","32","1","109","19","12","143","16","38"
,"100","28","0","124","26","119","125","5","37","86","15","1","88","22","0","127","20","13","109","10","48","109","32","2","110","20","103","144","16","23"
,"100","28","1","125","27","116","126","5","40","86","15","0","88","22","0","127","20","15","110","10","20","110","32","18","111","21","114","145","16","20"
,"100","28","1","126","27","77","127","5","29","86","15","0","88","22","0","128","20","23","110","10","7","111","32","49","112","21","88","146","16","26"
,"100","28","1","127","27","42","127","5","14","86","15","0","88","22","1","129","20","28","110","10","0","112","33","111","113","21","56","147","16","26"
,"100","28","0","127","27","15","127","5","4","86","15","1","88","22","0","130","20","30","110","10","1","113","34","102","114","21","33","148","16","35"
,"100","28","1","127","27","2","128","5","17","86","15","1","88","22","11","131","20","27","110","10","3","114","34","55","115","21","17","149","16","41"
,"100","28","1","127","27","6","129","5","53","86","15","0","89","22","51","131","20","13","110","10","9","115","34","33","115","21","6","150","16","38"
,"100","28","1","127","27","8","130","5","100","86","15","0","90","22","63","131","20","9","110","10","6","116","34","33","115","21","0","151","16","30"
,"100","28","0","127","27","6","131","6","112","87","15","42","91","23","141","131","20","14","110","10","0","117","34","17","115","21","0","152","16","31"
,"100","28","0","127","27","4","132","6","86","88","15","96","92","24","144","132","20","34","110","10","1","117","34","10","115","21","6","153","16","18"
,"101","28","25","127","27","9","133","6","51","89","16","134","93","24","90","133","20","49","110","10","3","117","34","0","115","21","11","153","16","1"
,"102","28","79","128","27","35","133","6","14","90","17","167","94","24","47","134","20","49","111","10","28","117","34","1","115","21","5","153","16","0"
,"103","29","133","129","27","63","134","6","17","91","18","130","94","24","13","135","20","38","112","10","48","117","34","4","115","21","7","153","16","0"
,"104","30","142","130","27","64","134","6","15","92","18","66","94","24","6","136","20","23","113","10","88","117","34","14","116","21","17","153","16","0"
,"105","31","152","131","27","21","134","6","11","93","18","25","94","24","4","137","20","25","114","10","76","118","34","23","116","21","11","153","16","1"
,"106","32","111","131","27","0","134","6","9","93","18","0","94","24","7","138","20","27","115","10","49","119","34","37","116","21","6","153","16","0"
,"107","32","46","131","27","1","134","6","8","93","18","2","94","24","6","139","20","16","116","10","19","120","34","32","116","21","10","153","16","0"
,"107","32","12","131","27","0","134","6","3","93","18","0","94","24","13","139","20","0","116","10","6","120","34","9","117","21","22","153","16","2"
,"107","32","3","131","27","0","134","6","10","93","18","5","94","24","13","139","20","1","116","10","4","120","34","7","118","21","38","153","16","0"
,"107","32","1","131","27","0","134","6","15","93","18","0","95","24","16","139","20","3","116","10","6","120","34","8","119","21","38","153","16","3"
,"107","32","1","131","27","4","135","6","19","93","18","0","96","24","26","140","20","16","116","10","13","120","34","10","120","21","31","154","16","25"
,"107","32","1","132","27","37","136","6","57","93","18","2","97","24","26","141","20","80","116","10","2","120","34","3","121","21","17","155","16","89"
,"107","32","1","133","27","46","137","6","49","93","18","0","98","24","19","142","21","143","116","10","8","120","34","4","121","21","9","156","17","132"
,"107","32","2","134","27","54","138","6","36","93","18","0","98","24","14","143","22","128","116","10","4","120","34","3","121","21","0","157","18","143"
,"107","32","4","135","27","76","138","6","13","93","18","1","98","24","1","144","22","95","116","10","0","120","34","8","121","21","3","158","19","168"
,"107","32","1","136","27","85","138","6","3","93","18","0","98","24","0","145","22","57","116","10","1","120","34","10","121","21","13","159","20","131"
,"107","32","0","137","27","52","138","6","1","93","18","0","98","24","1","146","22","34","116","10","6","120","34","9","121","21","9","160","20","75"
,"107","32","0","137","27","4","138","6","2","93","18","2","98","24","0","147","22","16","116","10","1","120","34","14","121","21","8","161","20","28"
,"107","32","1","137","27","0","138","6","15","93","18","1","98","24","14","147","22","9","116","10","0","121","34","28","122","21","17","162","20","16"
,"107","32","0","137","27","0","139","6","22","93","18","0","99","24","26","147","22","4","116","10","2","122","34","50","123","21","22","162","20","3"
,"107","32","0","137","27","0","140","6","42","93","18","0","100","24","20","148","22","28","116","10","1","123","34","32","123","21","8","162","20","2"
,"107","32","0","137","27","1","141","6","25","93","18","1","100","24","1","149","22","58","116","10","10","124","34","33","123","21","14","162","20","1"
,"107","32","0","137","27","0","142","6","17","93","18","8","100","24","2","150","22","46","116","10","12","125","34","32","124","21","21","162","20","0"
,"107","32","0","137","27","1","142","6","9","93","18","11","100","24","0","151","22","26","116","10","14","126","34","18","125","21","22","162","20","1"
,"107","32","1","138","27","24","143","6","16","94","18","61","100","24","2","151","22","11","117","10","17","126","34","6","126","21","38","163","20","30"
,"107","32","5","139","27","30","143","6","9","95","18","76","100","24","4","151","22","11","118","10","27","126","34","6","127","21","26","164","20","67"
,"108","32","21","140","27","34","143","6","12","96","19","121","100","24","4","151","22","1","119","10","36","126","34","4","127","21","7","165","20","61"
,"109","32","68","141","27","70","143","6","5","97","20","126","100","24","15","151","22","3","119","10","11","126","34","4","128","21","16","166","20","52"
,"110","33","114","142","27","96","143","6","7","98","20","85","100","24","0","152","22","16","119","10","1","126","34","8","128","21","11","167","20","19"
,"111","34","136","143","27","87","143","6","11","99","20","31","100","24","0","153","22","46","119","10","0","127","34","17","128","21","3","167","20","9"
,"112","35","141","144","27","41","143","6","1","99","20","5","100","24","1","154","22","54","119","10","3","127","34","9","128","21","5","167","20","2"
,"113","35","100","144","27","5","143","6","2","99","20","0","100","24","0","155","22","46","119","10","6","127","34","1","128","21","0","167","20","1"
,"114","35","46","144","27","0","143","6","11","99","20","0","100","24","10","156","22","24","119","10","4","127","34","0","128","21","3","168","20","17"
,"114","35","8","144","27","0","144","6","33","99","20","2","100","24","9","156","22","12","120","10","25","127","34","0","128","21","0","169","20","86"
,"114","35","1","144","27","0","145","6","59","99","20","2","100","24","0","156","22","7","121","10","29","127","34","5","128","21","1","170","21","130"
,"114","35","0","144","27","0","146","6","76","99","20","1","100","24","0","156","22","14","122","10","19","128","34","36","128","21","0","171","22","122"
,"114","35","0","144","27","0","147","6","87","99","20","0","100","24","0","157","22","24","122","10","12","129","34","65","128","21","0","172","22","80"
,"114","35","0","144","27","1","148","6","59","99","20","1","100","24","2","158","22","23","122","10","14","130","34","68","128","21","8","173","22","36"
,"114","35","0","144","27","1","149","6","36","99","20","1","101","24","53","159","22","24","122","10","3","131","34","54","128","21","13","174","22","17"
,"114","35","3","144","27","2","150","6","20","99","20","3","102","24","90","160","22","21","122","10","0","132","34","19","128","21","3","175","22","16"
,"114","35","1","144","27","3","150","6","12","99","20","0","103","25","110","161","22","22","122","10","5","132","34","4","128","21","0","175","22","15"
,"114","35","2","144","27","0","151","6","32","99","20","11","104","26","116","161","22","10","122","10","7","132","34","12","128","21","1","175","22","15"
,"114","35","5","144","27","0","152","6","26","99","20","15","105","26","69","161","22","8","122","10","3","133","34","17","128","21","0","176","22","22"
,"114","35","2","144","27","0","153","6","17","100","20","25","106","26","18","162","22","21","122","10","2","134","34","25","128","21","3","177","22","29"
,"114","35","0","144","27","1","153","6","10","101","20","27","106","26","2","163","22","23","122","10","0","135","34","40","129","21","22","178","22","37"
,"114","35","2","144","27","0","154","6","20","102","20","52","106","26","4","164","22","49","122","10","8","136","34","27","129","21","1","179","22","53"
,"114","35","1","144","27","1","155","6","40","103","20","24","106","26","5","165","22","44","123","10","17","136","34","11","129","21","0","180","22","49"
,"114","35","0","145","27","58","156","6","29","103","20","8","106","26","7","166","22","34","124","10","39","136","34","8","129","21","0","181","22","34"
,"114","35","0","146","28","141","156","6","6","103","20","5","107","26","16","167","22","22","125","10","23","136","34","6","129","21","1","182","22","19"
,"114","35","1","147","29","161","156","6","5","103","20","3","108","26","20","168","22","25","125","10","7","136","34","0","129","21","0","183","22","16"
,"114","35","0","148","30","124","156","6","13","103","20","9","109","26","28","168","22","14","125","10","0","136","34","1","129","21","0","184","22","24"
,"114","35","2","149","30","72","157","6","26","104","20","18","109","26","15","168","22","6","125","10","0","136","34","2","129","21","0","184","22","14"
,"115","35","51","150","30","38","157","6","13","104","20","5","109","26","8","168","22","0","125","10","0","137","34","17","129","21","0","184","22","2"
,"116","36","119","150","30","14","158","6","20","104","20","7","109","26","6","168","22","1","125","10","0","138","34","23","129","21","0","184","22","2"
,"117","37","174","150","30","3","159","6","26","104","20","3","110","26","21","168","22","1","126","10","33","139","34","37","129","21","0","184","22","1"
,"118","38","179","150","30","4","160","6","36","104","20","12","111","26","72","168","22","0","127","10","84","140","34","48","129","21","0","184","22","0"
,"119","39","120","150","30","6","161","6","28","105","20","17","112","27","102","168","22","0","128","10","92","141","34","24","129","21","0","184","22","0"
,"120","39","74","151","30","23","161","6","7","106","20","16","113","28","105","168","22","0","129","10","46","141","34","14","129","21","0","184","22","0"
,"121","39","40","152","30","22","161","6","2","107","20","41","114","28","83","168","22","12","129","10","7","142","34","54","129","21","0","184","22","14"
,"121","39","5","152","30","12","161","6","4","108","20","90","115","28","30","169","22","61","129","10","0","143","34","92","129","21","0","185","22","38"
,"121","39","0","152","30","5","161","6","4","109","20","100","115","28","14","170","23","144","129","10","4","144","34","91","129","21","0","186","23","101"
,"121","39","0","152","30","0","161","6","12","110","21","104","115","28","15","171","24","158","129","10","3","145","34","63","129","21","1","187","24","134"
,"121","39","0","152","30","0","161","6","7","111","21","89","115","28","10","172","25","135","129","10","1","146","34","47","129","21","0","188","24","98"
,"121","39","4","152","30","2","161","6","9","112","21","39","115","28","0","173","25","94","129","10","1","146","34","15","129","21","0","189","24","76"
,"121","39","14","153","30","17","161","6","1","112","21","9","115","28","0","174","25","59","129","10","9","146","34","0","129","21","2","190","24","68"
,"122","39","19","154","30","57","161","6","2","112","21","0","115","28","0","175","25","33","129","10","10","146","34","0","129","21","2","191","24","50"
,"123","39","33","155","30","92","162","6","24","112","21","2","115","28","9","175","25","7","129","10","4","146","34","0","129","21","0","192","24","17"
,"124","39","38","156","30","65","163","6","51","112","21","4","116","28","25","175","25","0","129","10","3","146","34","0","129","21","0","192","24","6"
,"125","39","39","157","30","30","164","6","76","112","21","3","117","28","89","175","25","0","129","10","13","146","34","1","129","21","1","192","24","11"
,"126","39","32","158","30","27","165","6","86","113","21","18","118","29","119","175","25","0","129","10","2","146","34","0","130","21","25","193","24","35"
,"127","39","24","159","30","23","166","6","57","114","21","26","119","29","97","175","25","2","129","10","3","146","34","0","131","21","41","194","24","35"
,"128","39","30","160","30","18","167","6","16","115","21","17","120","29","86","176","25","30","129","10","4","147","34","22","132","21","55","195","24","41"
,"129","39","21","161","30","20","167","6","2","115","21","11","121","29","64","177","25","35","130","10","27","148","34","48","133","22","126","196","24","65"
,"130","39","30","162","30","20","167","6","4","115","21","2","122","29","64","178","25","56","131","10","40","149","34","93","134","23","110","197","24","61"
,"131","39","28","163","30","16","167","6","4","115","21","0","123","29","29","179","25","69","132","10","52","150","34","97","135","23","64","198","24","48"
,"132","39","16","163","30","13","167","6","4","115","21","0","123","29","3","180","25","75","133","10","55","151","34","65","136","23","28","199","24","34"
,"132","39","1","164","30","16","167","6","5","115","21","1","123","29","1","181","25","64","134","10","40","152","34","32","136","23","6","200","24","32"
,"132","39","0","164","30","12","167","6","5","115","21","12","123","29","0","182","25","50","134","10","5","153","34","23","136","23","1","201","24","28"
,"132","39","1","164","30","12","168","6","16","116","21","39","123","29","4","183","25","38","134","10","4","154","34","36","136","23","0","202","24","48"
,"132","39","1","165","30","27","169","6","20","117","21","71","124","29","29","184","25","29","134","10","8","155","34","60","136","23","2","203","24","37"
,"132","39","0","166","30","36","170","6","27","118","21","91","125","29","34","184","25","7","134","10","9","156","34","70","136","23","1","203","24","15"
,"132","39","0","167","30","34","171","6","34","119","21","72","126","29","26","184","25","0","135","10","31","157","34","66","136","23","3","203","24","3"
,"132","39","0","168","30","33","172","6","36","120","21","31","127","29","30","184","25","8","136","10","43","158","34","32","136","23","0","203","24","8"
,"132","39","0","169","30","36","173","6","27","120","21","11","128","29","40","184","25","6","137","10","25","158","34","7","136","23","0","203","24","3"
,"132","39","11","170","30","30","174","6","23","120","21","2","128","29","11","184","25","6","137","10","15","158","34","0","136","23","1","203","24","0"
,"133","39","75","171","30","35","175","6","28","120","21","0","128","29","0","184","25","0","137","10","3","158","34","4","136","23","0","203","24","0"
,"134","40","139","172","30","21","175","6","14","120","21","1","128","29","1","184","25","9","137","10","4","158","34","11","136","23","4","203","24","1"
,"135","41","124","173","30","20","175","6","7","120","21","2","128","29","1","185","25","34","137","10","0","159","34","16","137","23","17","203","24","0"
,"136","41","77","174","30","25","175","6","8","120","21","0","128","29","0","186","25","52","137","10","0","160","34","20","138","23","29","203","24","0"
,"137","41","35","174","30","12","176","6","21","120","21","0","128","29","1","187","25","71","137","10","0","161","34","16","139","23","49","203","24","5"
,"137","41","12","174","30","6","176","6","10","120","21","13","128","29","0","188","25","83","137","10","3","162","34","39","140","23","59","204","24","26"
,"137","41","6","174","30","4","176","6","1","121","21","32","128","29","0","189","25","79","137","10","6","163","34","27","141","23","30","205","25","119"
,"137","41","6","174","30","1","176","6","0","121","21","5","128","29","13","190","25","51","137","10","8","164","34","42","142","23","16","206","26","153"
,"137","41","7","174","30","1","176","6","0","121","21","0","129","29","88","191","25","27","138","10","38","165","34","46","142","23","0","207","27","122"
,"137","41","3","174","30","2","176","6","0","121","21","1","130","30","131","191","25","12","139","10","88","166","34","53","142","23","0","208","27","73"
,"137","41","0","174","30","0","176","6","4","121","21","5","131","31","124","191","25","1","140","11","148","167","34","27","142","23","0","209","27","30"
,"137","41","3","174","30","0","176","6","9","121","21","5","132","31","88","191","25","0","141","12","148","168","34","16","142","23","0","209","27","1"
,"137","41","0","174","30","0","176","6","9","122","21","18","133","31","56","191","25","6","142","13","101","168","34","14","142","23","2","209","27","0"
,"137","41","4","174","30","0","177","6","43","123","21","54","133","31","12","192","25","16","143","13","64","168","34","3","142","23","0","209","27","0"
,"137","41","3","174","30","0","178","6","58","124","21","81","133","31","2","193","25","30","144","13","29","168","34","1","142","23","0","209","27","2"
,"137","41","0","174","30","0","179","6","62","125","21","72","133","31","0","194","25","43","144","13","2","168","34","8","142","23","11","210","27","27"
,"137","41","0","174","30","1","180","6","58","126","21","49","133","31","0","195","25","35","144","13","7","169","34","20","142","23","13","211","27","65"
,"138","41","25","174","30","5","181","6","17","127","21","18","133","31","2","196","25","34","144","13","9","170","34","41","143","23","35","212","27","89"
,"139","41","63","175","30","17","181","6","5","127","21","2","133","31","5","197","25","23","144","13","7","171","34","20","144","23","61","213","27","89"
,"140","41","60","176","31","105","181","6","2","127","21","1","133","31","8","198","25","40","144","13","0","171","34","10","145","23","78","214","27","55"
,"141","41","48","177","32","163","181","6","1","127","21","0","133","31","3","199","25","50","144","13","0","171","34","14","146","23","41","215","27","33"
,"142","41","36","178","33","193","181","6","0","127","21","0","133","31","1","200","25","39","144","13","0","171","34","15","146","23","3","216","27","19"
,"142","41","12","179","34","147","181","6","1","127","21","2","133","31","4","200","25","11","144","13","8","171","34","4","146","23","2","216","27","7"
,"142","41","1","180","34","89","181","6","0","127","21","10","133","31","2","200","25","14","144","13","12","171","34","2","147","23","31","216","27","2"
,"142","41","1","181","34","39","181","6","0","127","21","9","133","31","1","201","25","18","145","13","24","171","34","6","148","23","66","216","27","2"
,"142","41","4","181","34","11","181","6","1","127","21","10","133","31","1","201","25","9","146","13","35","171","34","11","149","23","48","217","27","26"
,"142","41","6","181","34","2","182","6","24","128","21","17","133","31","9","201","25","7","147","13","45","171","34","8","150","23","34","218","27","79"
,"142","41","14","181","34","0","183","6","56","128","21","15","134","31","80","202","25","24","148","13","57","171","34","5","151","23","18","219","27","98"
,"142","41","3","181","34","1","184","6","93","129","21","24","135","32","138","203","25","27","149","13","68","172","34","20","151","23","1","220","27","74"
,"142","41","0","181","34","0","185","6","77","129","21","14","136","33","117","204","25","20","150","13","70","173","34","35","151","23","0","221","27","32"
,"142","41","6","181","34","0","186","6","45","130","21","16","137","33","79","204","25","9","151","13","61","174","34","27","151","23","0","221","27","6"
,"143","41","26","181","34","0","186","6","9","130","21","3","138","33","26","205","25","21","152","13","32","175","34","20","151","23","0","221","27","0"
,"144","41","27","181","34","0","186","6","3","130","21","0","138","33","2","206","25","27","152","13","7","175","34","8","151","23","1","221","27","0"
,"145","41","25","181","34","1","186","6","9","130","21","1","138","33","1","207","25","23","152","13","0","175","34","6","151","23","0","221","27","1"
,"146","41","24","181","34","0","186","6","9","130","21","0","138","33","1","208","25","26","152","13","1","175","34","14","151","23","0","221","27","0"
,"147","41","24","181","34","0","186","6","3","130","21","0","138","33","1","209","25","34","152","13","1","176","34","34","151","23","0","221","27","2"
,"148","41","17","181","34","0","186","6","0","130","21","1","138","33","3","210","25","17","152","13","0","177","34","31","151","23","0","221","27","0"
,"149","41","19","181","34","0","186","6","0","130","21","2","138","33","15","210","25","8","152","13","1","178","34","27","151","23","0","221","27","0"
,"150","41","29","181","34","0","186","6","11","131","21","16","139","33","23","210","25","13","152","13","0","178","34","11","151","23","3","221","27","5"
,"150","41","9","181","34","0","187","6","32","132","21","58","140","33","19","210","25","7","152","13","0","178","34","5","151","23","0","222","27","68"
,"150","41","4","181","34","12","188","6","42","133","22","112","141","33","25","210","25","0","152","13","0","178","34","7","151","23","0","223","28","123"
,"150","41","0","182","35","104","189","6","34","134","23","138","142","33","19","210","25","8","152","13","1","178","34","0","151","23","0","224","29","136"
,"150","41","0","183","36","175","190","6","26","135","24","123","143","33","18","211","25","20","152","13","2","178","34","0","151","23","0","225","30","105"
,"150","41","0","184","37","166","190","6","7","136","24","90","143","33","9","212","25","35","152","13","9","178","34","0","151","23","0","226","30","50"
,"150","41","0","185","38","121","190","6","0","137","24","37","143","33","8","213","25","67","152","13","0","178","34","0","151","23","1","227","30","28"
,"150","41","1","186","38","70","190","6","0","137","24","5","143","33","3","214","25","95","152","13","0","178","34","0","151","23","0","228","30","23"
,"150","41","0","187","38","26","190","6","0","137","24","3","143","33","0","215","25","81","152","13","1","178","34","0","151","23","1","229","30","25"
,"150","41","8","187","38","1","190","6","1","137","24","1","143","33","0","216","25","70","152","13","0","178","34","0","151","23","1","230","30","16"
,"151","41","41","187","38","0","190","6","1","137","24","4","143","33","3","217","25","34","152","13","0","178","34","0","151","23","0","230","30","7"
